id,Data,MEMO,Valor
tkmpweaitbniltb4jgo0yrl3,19/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.307,14"
wowl2e9g1h016eoepqmc0wg8,19/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.445,06"
qfe8wow3om63z8sy4fupa8wj,19/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.956,53"
veyaryfw7jrwfc26qctsclss,19/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.751,21"
aqa94qo7xo716qu3w9nyxgdo,19/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.350,24"
gaw5vsm5b159ny1c27gwmxnw,19/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.188,82"
e962nipxk089ga0eyqh1qiy2,20/06/2024,APLICACAO FINANCEIRA - CAPTACAO,"4.755,87"
t22rovbm7pg2k2d0itn64irk,24/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-8.360,37"
fsnvho8qg2l6zyr35zgcge1d,25/06/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.084,07"
x2174au9nhqbaqnt9r1d7bnl,26/06/2024,APLICACAO FINANCEIRA - CAPTACAO,"4.872,78"
x49gawue0ch0xtskes8n3q48,28/06/2024,APLICACAO FINANCEIRA - CAPTACAO,"495,00"
qdidwvntfwiqw7lgufjc212m,30/06/2024,Juros,"81,35"
u667u567cgxn0v536trrku8z,01/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-10.434,66"
osomwblfv9zjn5kiy5rrgqkx,03/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.132,00"
z59zmgp5jytwp480mfwnijpu,05/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-17.208,11"
y9z2k4j9iosy9yolkxo51zwi,08/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"249,00"
y07m809rgfu07sg9hbffnflz,10/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-10,00"
n3jnlroqok2vh8pijmlqy1sp,11/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.747,00"
y3i5njlw0vbdr2g1dsvvu561,12/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"3.445,45"
c55yu4hu0xbix1fbs3m95qr8,15/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-7.722,64"
xyes1kppp6o4zna89plhpycu,15/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-492,94"
w6snc97jruvo3atjrmbbh0yr,16/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-144,71"
mm74ccijb467schxepw2w75o,19/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"980,86"
gscexcymwmmein192j4lahzz,22/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"68.912,51"
bgc453kbwabizbesqz4eoalq,23/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-119,48"
l9ich9hhu8lpr1gekloj5d46,25/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"5.232,78"
zuwdemkrrmwctpo9gbev1jm5,26/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"450,00"
v7bp2klva7uc3dbtc179hp32,29/07/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.263,24"
qtiixdwlphenii5k5ne2xuo1,30/07/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-399,00"
wv5iznu4h1yrfgyejdu92deb,30/07/2024,juros,"39,55"
d47j7ffmd5tpv1do9vcvjczz,31/07/2024,APLICACAO FINANCEIRA,"264,00"
fpov73mk8trra5tp8i38lhx5,01/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.627,82"
kdaxo8x4bvjdlvameuok869n,01/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-4.899,86"
bofvj5nok5gbngoxh4cy3jl2,01/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-153,16"
j14es40qkq3cnw2qvad506h0,02/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-344,45"
plc4dr75dstkcv4p5pqhan23,02/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-249,85"
kksq8xg6yeoeu2jxf6a1512u,02/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-805,70"
ufb3f5wuwcn1dofzbbz4eqt3,05/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.402,56"
snoxs5m3th7g70owyzdbb18a,07/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.748,00"
o7j8f1gnu9de98en2cnqk4gi,12/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-947,78"
p51gfwb17ll7uuq57ijyg5oi,12/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.460,91"
jdcylqqzspj2ad6y5metx1bx,12/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-983,54"
tb03e4tbi99pmk5kr4mw3feb,12/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-9.027,69"
b2bu0ziigji3cvkqrdyw1rxg,13/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.812,70"
wtuddzukxhuz4um0cfq16cw1,14/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"61.603,82"
dfh4wm218kakk1mkooo9s973,15/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-768,29"
pvso1mgriiystyfvrsfmux6i,20/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"980,86"
qgkp70mcb9npinngsvi3122f,21/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.973,07"
t6ejb28lgssx0bwkmubevpfl,22/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-7.622,22"
rk9lexxae3e8bzbpmo1amalh,23/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-28.495,56"
k3fohq92y6bq0lum3j2b9tl7,26/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"5.451,24"
p0nzlbd1abaj5ps0w1onzlhg,28/08/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-729,00"
ddc6zzvwxjm3rhc9t4o06ann,29/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.262,24"
pjez0o7zvc1ntom6zvug6pqn,30/08/2024,APLICACAO FINANCEIRA - CAPTACAO,"495,00"
sf7e0rfgvji2qqzcefnwr2rh,31/08/2024,Juros,"306,27"
oodke0tckthn2qbbbn3awoz4,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-18.643,55"
zfoc2926vc1ee3fkyawj1qbs,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.262,98"
wpxhggsi2h52v0dx3nk9wqac,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-452,49"
qrlthowq17g8b6zmotgo74l4,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.269,98"
jdtmyaxz2e3sml34nxvvkzm9,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-265,30"
dobrkhni171m2p3fa434xfq5,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.408,20"
l4vgjuwhg4h604z73xhq0kb2,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.753,85"
jd3jhcrf3ap2cpydje3bno33,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.816,33"
o0cbgeash49iu8e37mfns26g,02/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-38.308,97"
ht6eoumyrfi9vq4v3w3bi9fz,03/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-6.720,00"
pj4dsr492h8zdpsffuy5jz85,05/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"2.953,56"
shgtj8bdt6acoisr5zswig1j,10/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.567,23"
j48y0zgfrfq7s6o5lsyjwzql,12/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.751,75"
k3zw44o5uwymd3rrry9razz4,13/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"3.163,70"
ddb2c46iyuhj7nbajlkzjuv5,16/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.984,80"
yr7nrqn9imlgf5pfeigooie8,17/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-261,23"
gw5lc7enhz61l3x8s3rlsrm6,20/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"980,86"
qalewv88or7uklpl0nrlle8h,24/09/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.499,00"
brpxvkc2a3ejabknv4orcac6,25/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"8.320,27"
nk9518qqoley1h4txx2cf8gk,26/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"220,00"
spij0iwfxqkimcgmvmircugp,27/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.263,24"
btohjg4vr1d3yxdjd9tykfjg,30/09/2024,APLICACAO FINANCEIRA - CAPTACAO,"495,00"
urqe90cop07q3u4vyu9cqwxc,30/09/2024,juros bancários,"438,94"
vucpyymer5he81ahda17pxon,01/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-6.797,40"
umfbm6fcxxca8jh931xw2rb8,03/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.853,44"
el9zzobkhsz49xkrs4gjqctw,07/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"3.079,41"
x0xsvypgq8vqq6ronub4q51v,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-378,36"
kosqnnz6p5m2iy8d9vdnn8bg,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-988,68"
g3gykdhl6drj8qfrwm9k0i6m,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.490,12"
x1sc0833ykezqhm4dlm56t7o,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.270,42"
s3njft3y7rio101mxg8yqtvb,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-498,10"
b2qm7ozhj6nuwf3nsh5uhchz,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.969,55"
h2r73dw4jod3kkb6rzk6g00q,10/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.414,77"
jqq1u8jx533xugknkxelotgu,11/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"2.799,32"
j6e40515xywqlfjop9nqb7be,14/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"49.611,69"
bbbozbo2u2e7at3ramwdr8mq,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-160,05"
s79pxuv2oqxvw5kxpstvimed,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.760,50"
fhzwwce3kzpp231zrpggl1zd,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.178,85"
ugd3d06fkdk0dxf3m0zn6vrq,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-983,92"
wsh2j2w4xcxmwn87ujdbrvii,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-8.337,32"
h9aa2r0nkt84wv0414lf8ez5,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-220,40"
z3xzaw1k0qtzch20qek300l9,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.265,23"
khpghxu63kwkdqff1jjlzvz2,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-495,60"
dh9hr1mn78rm55bz6a1qu2h0,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.080,51"
hfe8wqjnp99nn1pvobpt2cqp,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.799,50"
oyyti2eu8qnbw8ejkg8oukx5,15/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-26.675,26"
ziwo7x0w75pzdpdtgd0u1tuf,16/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-777,52"
a0rjx6kou616zssf9wscmo7h,17/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"3.728,12"
iqgodnv8e2g4i6lebsn720jn,18/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-917,14"
swl1njh8aglabg96jkmf3u8h,21/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-639,45"
jyq3ule7qrpp42c9x6nkzs5j,22/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-38,00"
mjy8q7uvo5o9sv3qb5r42axj,23/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"999,00"
z1p77z8zhc6x72uzpatqahgn,25/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"6.262,24"
he0lldsqb858gil5vy2lmqur,28/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-7.288,19"
nqtwts7bzivbgxs6fwbllc24,29/10/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.262,24"
blcellivf0y0f4gj2n5iyyli,30/10/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-324,00"
yklk32dxvceo6vkydygn4fyb,31/10/2024,juros bancários,"102,17"
ebl2ogikw9coa3whkes7uz2g,01/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-88,81"
g1cf9t404spgub92qwzgfbb7,04/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-320,00"
js9gicl3kdo3eacg0xaw71xv,05/11/2024,APLICACAO FINANCEIRA - CAPTACAO,"444,06"
bahxfoar4nwhlyhniej7vy2f,06/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-4.764,20"
n4farqh2tpvcm0cddrn5tiw4,07/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.200,00"
zpwp5rhics6j5hef0e7qtv11,11/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-614,17"
cf930qq9l9pcgki00cf26f0t,12/11/2024,APLICACAO FINANCEIRA - CAPTACAO,"5.460,22"
uzx7f30g14a6m7j5ea3bmbk4,14/11/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.350,00"
u8l1yckwnayny8gysaqv9hm8,18/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.659,03"
yh85uqj18hmotpz511fqybnc,19/11/2024,APLICACAO FINANCEIRA - CAPTACAO,"3.160,90"
wjpwtbb9oagylbz6v981pfg3,21/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-4.369,02"
mqm78z1imeuq9vu7pi8c964u,21/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.192,68"
tb1it3ssfdd3miro1vh2porx,22/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.555,06"
whk2j2fwsay8sj0fieqacuwm,22/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.003,45"
dj9q4nu3enkulfrr66v52phn,22/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.297,29"
lzkshfyxqxlciyaiw9h5c4k8,25/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-989,08"
t0eeeqxzg8odkwd87vkxuw88,25/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-663,13"
ra2w8ys6xwzwj1p2wx266pd8,26/11/2024,APLICACAO FINANCEIRA - CAPTACAO,"15.912,87"
k7d6u9fav8m7v96v3vr3b1z2,27/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-199,00"
kf16yc6babkeolloifqsouqa,28/11/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-99,64"
y3m0s90d05ow8s0pqbhg5gci,29/11/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.679,67"
ubwvlhrgpe4d6c04qqpfcqg9,30/11/2024,Juros Bancários,"95,46"
w0cmkimei17py9xllg6lau5w,2/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-287,21"
m31xxef30cee6t5x3poglode,3/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-18,31"
oupd66mxjo5ryb9qqc7nigp8,3/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-445,77"
fokoejjdwd51vth3o7331o99,3/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.068,32"
y3zlmteh6fn1crx17d0ezxx2,4/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-403,36"
eq82yfs28xezidjak74k285v,4/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-546,64"
svxcqt6ilzzb4us5kx7u5rqf,5/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-806,03"
ls2gxuc0lu9n2s2mxwv3437r,5/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-3.165,18"
cudwra1t5wfnsuwz3x6pg5uy,5/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-4.041,10"
n0g6kktfncnahithhu5nlo5e,9/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.324,24"
bbpnl9fuh410n6d4yw8kwzia,10/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-11,00"
otwhoh8wx22wluzngnhk3anr,11/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.013,53"
txo51sjot4puz88r1bdi2ycy,12/12/2024,APLICACAO FINANCEIRA - CAPTACAO,"1.709,56"
p4fb75k62c7lolvjexh0vq1k,13/12/2024,APLICACAO FINANCEIRA - CAPTACAO,"6.028,40"
zmwgz7bf1nn5uod0cr68lxez,16/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.543,02"
wb500nkfd6b22gf3wjpdsna5,16/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.682,12"
ap9qlpjm1t53ibzdbiob2klh,16/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.709,69"
a4pllszvcelhr8nw395z7k08,16/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.052,25"
titd7poazkd8gyg2j1gaefwp,18/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-737,31"
ns3jvmpmah6myb5ofd48ba4a,19/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-275,00"
lgejwzfcn9leggnmvqur2d9s,20/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-69,37"
oztf5godbwjel9cacf7mzy8k,24/12/2024,APLICACAO FINANCEIRA - CAPTACAO,"18.881,71"
lnpbz005lsa19a79snj2x4rs,26/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.550,25"
j7tbbdmfthgc98sdc76uql4x,27/12/2024,APLICACAO FINANCEIRA - CAPTACAO,"7.794,37"
gy9zzboxbittolih6qhh2qm3,30/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-347,19"
sc3c3qei9wh4fg4tawmi9fcf,30/12/2024,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-663,64"
dassfrfgvixcox28k2uj6lpy,31/12/2024,Juros Bancários,"35,75"
quh4vmm7e2ovnsscin92k8ql,2/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-7.493,36"
iownurim6etw8ling1524cg4,3/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-267,49"
d3269emnoewmmtuaf38spckz,6/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"2.953,41"
rgpce3uat3biyhsqd5dy26po,7/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-10.469,98"
t8invcx3spk3k201269wlb9a,7/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-7.798,65"
fnqj5raqbw3ctmvldx00tq03,7/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.798,51"
wbsm88qaapjczmmppc2l90wx,10/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"3.579,56"
ovacclg7qi9zagf9wymwptdu,13/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"1.814,77"
ly4h453kx22sfcvnvobow174,16/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-789,17"
rxf164xmp282oesfk9mqf86x,17/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-366,60"
tdo7zpob80kzi4sthvuyoe2h,17/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.133,40"
r6j48o3x6vxzh7rf3wy2ovzm,20/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"13.804,88"
fzofmiruc89yzu57guscwso2,21/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.447,73"
w5yobiaey7hmu10vwqbnilpu,21/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-1.815,50"
xdo8agai6ubu4vvt6spi6w0l,21/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-2.776,02"
mjsjchdu45wiybf38b9c87pq,22/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-200,00"
qjbmj8xpkm0idxg74jvcx62g,23/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-383,62"
z220mo0a97ldp2motvpegv63,24/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-5.704,85"
g84sy06s9coll6tbaaqp7yfo,28/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"5.012,23"
h7hzvsitis9f4ljxogflqsb1,29/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"1.263,24"
d4q4ytwpzuh2tqfju7t4e8zk,30/1/2025,APLICACAO FINANCEIRA - CAPTACAO,"367,43"
hgf0y28ng19mid2ji07xfhvn,31/1/2025,RESG.APLIC.FIN.AVISO PREV - CAPTACAO,"-799,00"
n32kb821spjx0eu2zapylfu5,31/1/2025,Juros Bancários,"19,71"
ets1ewhawtd8u1whxhbjs63s,03/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16736833036,"-1.301,93"
sqh94sm6ec07k2uom5cz78dz,04/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16753002954,"-2.646,24"
czl88yubpe2v5ct3kir9uwba,04/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16753002968,"-5.013,79"
jj3i92pl4fobgxl969pquxn8,04/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16753002980,"-418,31"
hbkr6nd44v6oen6z3khcuct7,05/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16767961677,"5.832,86"
dre8xatuj805qtts56vcp16d,07/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16816817997,"63.218,39"
fyhyi427jqmrkrq2qj7c84l2,10/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16830828835,"-845,74"
w9pn52zgcgcpr69ev6mvcplz,10/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16830828855,"-367,69"
bapzl3szu95zxv6mfqw2ms5m,10/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16830828868,"-5.833,66"
o2lb360ofv1wisalti33arsc,10/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16830828879,"-5.277,57"
w3dye8zhnk2hjdsqjucv05t5,11/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16844152138,"3.464,82"
lnw6fs0tizijvcf0bwj2kfxn,12/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16855510939,"1.856,08"
x3h6nirq67dheoooidaxktfn,13/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16867936209,"1.899,58"
t7hyo2w6mn3kxr6mowa137lj,14/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16894324881,"-4.343,38"
d7feivydwdx8jmgj3hhjho9s,17/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16905731462,"-45.347,61"
dl1j8vlplji6k7o6m2gbpyhz,20/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16942793622,"16.845,95"
ccit8gsg8hsq35p7vqbyv16t,21/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16966719852,"-8.286,37"
rj3c89kwlj4u9y4pdoly8rbt,21/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 16966719864,"-2.966,12"
k857fxq5arvv5ooznsix1cul,25/02/2025,APLICACAO FINANCEIRA-CAPTACAO - 16990201969,"25.394,70"
zopitbv3g31c91b24lfoduz1,26/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17001831081,"-501,59"
feu2lbowoi6csl74vi5s94ar,26/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17001831093,"-1.858,41"
z3e22bhi0khurdlj0evogesa,26/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17001831107,"-1.901,59"
s5oytcfy93a5prlxvjzeixtf,26/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17001831119,"-16.849,54"
apetynal4qr2o0fzlb7mcm1o,26/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17001831135,"-3.412,72"
zwj0aunjg4omoks0thd8j7fo,27/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17016909458,"-3.200,00"
d9kvkzz9aql9ilsjo90jko61,28/02/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17058093314,"-1.626,33"
xbbkahev2dhhvg474vv6h1pw,28/02/2025,Juros Bancários,"53,86"
jfazx7f4eejyehq33fc47su1,28/2/2025,Ajuste de Saldo,"-0,01"
o1dqe20wu0dfxp3l9vtt2ege,05/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17082673973,"-9.365,48"
w9dp5u0nj65ic51pl8bi1b0l,06/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17102917299,"9.762,24"
k4eqgtgtfvku6mn3yq0imckd,07/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17137294818,"-7.797,41"
yru6e8uoik6i0yzjhhheyb9p,07/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17137294837,"-3.619,08"
daufg43l5w16a59q1pvs6c1n,10/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17151541439,"5.888,10"
mv7s5t982mrfpwu2qraebcav,12/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17177770421,"11.220,72"
ukjpak0c1ogf2lcjairhb3m8,13/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17190788619,"3.400,63"
axiiy7e2nof27lybbnyvu126,17/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17229818931,"-955,28"
or8v4i9jq5d71gg1y4sgrrx0,18/03/2025,RESG.APLIC.FIN.AVISO PREV-CAPTACAO - 17241492599,"-774,68"
soj4as0ug129q1x5185qctoy,20/03/2025,APLICACAO FINANCEIRA-CAPTACAO - 17267742731,"10.104,20"
